delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost,shipment_uid,expected_transit_hours,actual_transit_hours,effective_speed_kmh,sla_variance_hours,is_anomaly_iso,delivery_cost_capped,actual_transit_hours_capped,cost_per_km,cost_per_kg,is_ev,is_adverse_weather,carrier_baseline_reliability,log_delivery_cost,log_distance_km,target_delayed_binary,target_failed_binary,distance_km_standardized,distance_km_minmax,distance_km_robust,package_weight_kg_standardized,package_weight_kg_minmax,package_weight_kg_robust,delivery_cost_standardized,delivery_cost_minmax,delivery_cost_robust,actual_transit_hours_standardized,actual_transit_hours_minmax,actual_transit_hours_robust,cost_per_km_standardized,cost_per_km_minmax,cost_per_km_robust
4736.0,dhl,electronics,ev van,express,south,rainy,55.5,20.76,00:00.0,00:00.0,yes,delayed,3,389.78,DEL-IND-04736,18.0,15.2,3.65,-2.8,False,389.78,15.2,7.02,18.78,1,1,0.85,5.9681,4.0342,1,0,-1.0982,0.1768,-0.6409,-0.3052,0.4113,-0.1755,-1.0906,0.1913,-0.6395,0.8549,0.4034,0.8981,-0.0043,0.0295,1.1935
4737.0,delhivery,furniture,van,standard,west,rainy,150.6,13.29,00:00.0,00:00.0,no,delivered,5,792.87,DEL-IND-04737,72.0,5.7,26.42,-66.3,False,792.87,5.7,5.26,59.66,0,1,0.88,6.6769,5.0212,0,0,0.0024,0.5009,-0.0027,-0.8251,0.2583,-0.4746,-0.1654,0.4536,-0.0999,-0.5308,0.1498,-0.2014,-0.356,0.0038,-0.4476
4738.0,dhl,furniture,truck,express,south,cold,85.6,32.7,00:00.0,00:00.0,yes,delayed,2,576.1,DEL-IND-04738,18.0,9.71,8.82,-8.29,False,576.1,9.71,6.73,17.62,0,0,0.85,6.358,4.4613,1,0,-0.7498,0.2794,-0.4389,0.5257,0.6557,0.3024,-0.6629,0.3126,-0.3901,0.0541,0.2568,0.2627,-0.0622,0.0253,0.9231
4739.0,dhl,documents,ev bike,same day,west,clear,95.2,7.03,00:00.0,00:00.0,no,delivered,4,597.09,DEL-IND-04739,8.0,3.74,25.45,-4.26,False,597.09,3.74,6.27,84.93,1,0,0.85,6.3937,4.5664,0,0,-0.6387,0.3121,-0.3745,-1.2608,0.1302,-0.7252,-0.6148,0.3262,-0.362,-0.8167,0.0974,-0.4282,-0.1541,0.0185,0.4942
4740.0,fedex,documents,ev van,same day,west,foggy,205.8,15.64,00:00.0,00:00.0,no,delivered,5,1175.92,DEL-IND-04740,8.0,7.6,27.08,-0.4,False,1175.92,7.6,5.71,75.19,1,1,0.87,7.0707,5.3318,0,0,0.6413,0.6889,0.3678,-0.6616,0.3064,-0.3805,0.7137,0.7028,0.4128,-0.2537,0.2005,0.0185,-0.2661,0.0104,-0.028
4741.0,ekart,cosmetics,van,standard,east,stormy,97.6,14.86,00:00.0,00:00.0,no,delivered,4,532.58,DEL-IND-04741,72.0,5.12,19.06,-66.88,False,532.58,5.12,5.46,35.84,0,1,0.82,6.2796,4.5911,0,0,-0.6109,0.3203,-0.3584,-0.7159,0.2905,-0.4117,-0.7628,0.2843,-0.4483,-0.6154,0.1343,-0.2685,-0.316,0.0067,-0.2611
4742.0,fedex,furniture,truck,standard,central,cold,241.1,49.52,00:00.0,00:00.0,no,delivered,5,1354.15,DEL-IND-04742,72.0,5.93,40.66,-66.07,False,1354.15,5.93,5.62,27.35,0,0,0.87,7.2117,5.4894,0,0,1.0498,0.8092,0.6047,1.6964,1.0,0.9758,1.1228,0.8188,0.6513,-0.4973,0.1559,-0.1748,-0.284,0.0091,-0.1119
4743.0,dhl,pharmacy,scooter,two day,central,foggy,118.5,41.86,00:00.0,00:00.0,no,delivered,3,718.08,DEL-IND-04743,48.0,5.33,22.23,-42.67,False,718.08,5.33,6.06,17.15,0,1,0.85,6.578,4.7833,0,0,-0.3691,0.3915,-0.2181,1.1633,0.8432,0.6691,-0.3371,0.4049,-0.2,-0.5848,0.1399,-0.2442,-0.1961,0.0155,0.2984
4744.0,ekart,automobile parts,bike,express,north,rainy,51.9,13.36,00:00.0,00:00.0,yes,delayed,2,349.58,DEL-IND-04744,18.0,17.37,2.99,-0.63,False,349.58,17.37,6.74,26.17,0,1,0.82,5.8596,3.9684,1,0,-1.1398,0.1646,-0.6651,-0.8203,0.2598,-0.4718,-1.1828,0.1652,-0.6933,1.1714,0.4613,1.1493,-0.0602,0.0254,0.9324
4745.0,xpressbees,groceries,ev van,express,central,rainy,136.2,32.98,00:00.0,00:00.0,yes,delayed,2,829.94,DEL-IND-04745,18.0,22.59,6.03,4.59,False,829.94,22.59,6.09,25.16,1,1,0.76,6.7226,4.9214,1,0,-0.1642,0.4518,-0.0993,0.5452,0.6614,0.3137,-0.0803,0.4777,-0.0503,1.9328,0.6006,1.7535,-0.1901,0.0159,0.3263
4746.0,ekart,fragile items,truck,same day,west,cold,105.7,42.43,00:00.0,00:00.0,no,delivered,5,755.79,DEL-IND-04746,8.0,2.6,40.65,-5.4,False,755.79,2.6,7.15,17.81,0,0,0.82,6.6291,4.67,0,0,-0.5172,0.3479,-0.304,1.2029,0.8549,0.692,-0.2505,0.4295,-0.1496,-0.983,0.067,-0.5602,0.0217,0.0314,1.3147
4747.0,xpressbees,automobile parts,van,standard,east,rainy,96.7,36.35,00:00.0,00:00.0,no,delivered,5,592.55,DEL-IND-04747,72.0,3.36,28.78,-68.64,False,592.55,3.36,6.13,16.3,0,1,0.76,6.3861,4.5819,0,0,-0.6214,0.3172,-0.3644,0.7798,0.7304,0.4486,-0.6252,0.3233,-0.3681,-0.8721,0.0873,-0.4722,-0.1821,0.0165,0.3636
4748.0,ekart,pharmacy,ev bike,express,north,hot,60.7,37.52,00:00.0,00:00.0,no,delivered,5,466.06,DEL-IND-04748,18.0,2.17,27.97,-15.83,False,466.06,2.17,7.68,12.42,1,0,0.82,6.1465,4.1223,0,0,-1.038,0.1945,-0.606,0.8612,0.7544,0.4954,-0.9155,0.241,-0.5374,-1.0457,0.0555,-0.61,0.1276,0.0391,1.8089
4749.0,amazon logistics,clothing,ev bike,same day,west,cold,72.7,49.31,00:00.0,00:00.0,no,delivered,3,611.43,DEL-IND-04749,8.0,3.21,22.65,-4.79,False,611.43,3.21,8.41,12.4,1,0,0.84,6.4174,4.3,0,0,-0.8991,0.2354,-0.5255,1.6818,0.9957,0.9674,-0.5819,0.3356,-0.3428,-0.894,0.0833,-0.4896,0.2735,0.0498,2.4895
4750.0,dhl,groceries,ev van,standard,south,hot,226.5,39.45,00:00.0,00:00.0,no,delivered,3,1250.85,DEL-IND-04750,72.0,7.89,28.71,-64.11,False,1250.85,7.89,5.52,31.71,1,0,0.85,7.1324,5.4272,0,0,0.8808,0.7595,0.5067,0.9955,0.7939,0.5727,0.8857,0.7516,0.5131,-0.2114,0.2082,0.0521,-0.304,0.0076,-0.2051
4751.0,delhivery,electronics,van,two day,north,stormy,229.6,2.07,00:00.0,00:00.0,no,delivered,4,1154.21,DEL-IND-04751,48.0,8.97,25.6,-39.03,False,1154.21,8.97,5.03,557.59,0,1,0.88,7.052,5.4407,0,0,0.9167,0.77,0.5275,-1.606,0.0287,-0.9237,0.6639,0.6887,0.3837,-0.0538,0.2371,0.1771,-0.402,0.0004,-0.662
4752.0,blue dart,cosmetics,bike,same day,north,stormy,127.5,22.02,00:00.0,00:00.0,yes,delayed,2,803.56,DEL-IND-04752,8.0,14.02,9.09,6.02,False,803.56,14.02,6.3,36.49,0,1,0.86,6.6903,4.8559,1,0,-0.2649,0.4221,-0.1577,-0.2176,0.4371,-0.1251,-0.1409,0.4606,-0.0856,0.6828,0.3719,0.7616,-0.1481,0.019,0.5221
4753.0,amazon logistics,documents,van,two day,north,foggy,87.5,30.9,00:00.0,00:00.0,no,delivered,4,530.2,DEL-IND-04753,48.0,3.96,22.1,-44.04,False,530.2,3.96,6.06,17.16,0,1,0.84,6.2751,4.483,0,0,-0.7278,0.2859,-0.4262,0.4005,0.6188,0.2304,-0.7683,0.2827,-0.4515,-0.7846,0.1033,-0.4028,-0.1961,0.0155,0.2984
4754.0,amazon logistics,automobile parts,van,same day,south,stormy,187.6,49.52,00:00.0,00:00.0,yes,delayed,3,1187.04,DEL-IND-04754,8.0,19.64,9.55,11.64,False,1187.04,19.64,6.33,23.97,0,1,0.84,7.0801,5.2396,1,0,0.4306,0.6269,0.2456,1.6964,1.0,0.9758,0.7393,0.71,0.4277,1.5025,0.5219,1.412,-0.1422,0.0194,0.5501
4755.0,blue dart,pharmacy,scooter,two day,north,hot,198.4,25.57,00:00.0,00:00.0,no,delivered,3,1068.71,DEL-IND-04755,48.0,9.81,20.22,-38.19,False,1068.71,9.81,5.39,41.8,0,0,0.86,6.9751,5.2953,0,0,0.5556,0.6637,0.3181,0.0295,0.5097,0.017,0.4677,0.6331,0.2693,0.0687,0.2595,0.2743,-0.33,0.0057,-0.3263
4756.0,shadowfax,furniture,truck,express,central,hot,165.6,45.94,00:00.0,00:00.0,no,delivered,5,1015.82,DEL-IND-04756,18.0,6.28,26.37,-11.72,False,1015.82,6.28,6.13,22.11,0,0,0.8,6.9244,5.1156,0,0,0.176,0.552,0.098,1.4472,0.9267,0.8325,0.3463,0.5986,0.1985,-0.4462,0.1652,-0.1343,-0.1821,0.0165,0.3636
4757.0,shadowfax,clothing,van,same day,south,clear,226.5,10.09,00:00.0,00:00.0,no,delivered,5,1262.77,DEL-IND-04757,8.0,5.4,41.94,-2.6,False,1262.77,5.4,5.58,125.15,0,0,0.8,7.1419,5.4272,0,0,0.8808,0.7595,0.5067,-1.0478,0.1928,-0.6027,0.9131,0.7593,0.529,-0.5746,0.1418,-0.2361,-0.292,0.0085,-0.1492
4758.0,blue dart,electronics,ev van,two day,east,rainy,126.8,20.31,00:00.0,00:00.0,no,delivered,4,694.93,DEL-IND-04758,48.0,6.09,20.82,-41.91,False,694.93,6.09,5.48,34.22,1,1,0.86,6.5452,4.8505,0,0,-0.273,0.4198,-0.1624,-0.3366,0.402,-0.1936,-0.3902,0.3899,-0.231,-0.4739,0.1602,-0.1563,-0.312,0.007,-0.2424
4759.0,fedex,cosmetics,bike,two day,west,hot,195.1,11.22,00:00.0,00:00.0,no,delivered,5,1009.16,DEL-IND-04759,48.0,7.14,27.32,-40.86,False,1009.16,7.14,5.17,89.94,0,0,0.87,6.9179,5.2786,0,0,0.5174,0.6525,0.296,-0.9692,0.216,-0.5574,0.331,0.5943,0.1896,-0.3208,0.1882,-0.0347,-0.374,0.0025,-0.5315
4760.0,xpressbees,cosmetics,ev bike,two day,north,foggy,154.3,36.21,00:00.0,00:00.0,no,delivered,3,880.13,DEL-IND-04760,48.0,11.82,13.05,-36.18,False,880.13,11.82,5.7,24.31,1,1,0.76,6.7812,5.0454,0,0,0.0452,0.5135,0.0221,0.77,0.7275,0.443,0.0349,0.5104,0.0169,0.3619,0.3131,0.5069,-0.2681,0.0102,-0.0373
4761.0,ecom express,documents,truck,express,south,foggy,96.4,38.31,00:00.0,00:00.0,yes,delayed,3,646.93,DEL-IND-04761,18.0,13.08,7.37,-4.92,False,646.93,13.08,6.71,16.89,0,1,0.79,6.4738,4.5788,1,0,-0.6248,0.3162,-0.3664,0.9162,0.7705,0.527,-0.5004,0.3586,-0.2953,0.5457,0.3468,0.6528,-0.0662,0.025,0.9044
4762.0,amazon logistics,electronics,scooter,same day,north,cold,40.2,12.63,00:00.0,00:00.0,no,delivered,5,338.89,DEL-IND-04762,8.0,6.75,5.96,-1.25,False,338.89,6.75,8.43,26.83,0,0,0.84,5.8286,3.7184,0,0,-1.2752,0.1247,-0.7436,-0.8711,0.2448,-0.501,-1.2074,0.1582,-0.7076,-0.3776,0.1778,-0.0799,0.2775,0.0501,2.5082
4763.0,delhivery,documents,van,same day,east,clear,57.6,32.0,00:00.0,00:00.0,no,delivered,5,484.0,DEL-IND-04763,8.0,3.06,18.82,-4.94,False,484.0,3.06,8.4,15.12,0,0,0.88,6.1841,4.0707,0,0,-1.0739,0.184,-0.6268,0.477,0.6414,0.2744,-0.8743,0.2526,-0.5134,-0.9159,0.0793,-0.5069,0.2715,0.0496,2.4802
4764.0,ekart,cosmetics,ev van,standard,central,cold,147.8,36.12,00:00.0,00:00.0,no,delivered,4,847.36,DEL-IND-04764,72.0,4.33,34.13,-67.67,False,847.36,4.33,5.73,23.46,1,0,0.82,6.7433,5.0026,0,0,-0.03,0.4913,-0.0215,0.7638,0.7257,0.4394,-0.0404,0.489,-0.027,-0.7306,0.1132,-0.36,-0.2621,0.0107,-0.0093
4765.0,dhl,pharmacy,van,express,east,stormy,60.8,49.11,00:00.0,00:00.0,yes,delayed,3,501.33,DEL-IND-04765,18.0,17.93,3.39,-0.07,False,501.33,17.93,8.25,10.21,0,1,0.85,6.2193,4.1239,1,0,-1.0368,0.1949,-0.6054,1.6678,0.9916,0.9594,-0.8345,0.2639,-0.4902,1.2531,0.4762,1.2141,0.2415,0.0475,2.3403
4766.0,blue dart,electronics,truck,same day,east,cold,288.8,2.8,00:00.0,00:00.0,yes,delayed,3,1552.4,DEL-IND-04766,8.0,28.89,10.0,20.89,True,1552.4,28.100099999999987,5.38,554.43,0,0,0.86,7.3482,5.6692,1,0,1.6018,0.9717,0.9248,-1.5552,0.0436,-0.8945,1.5778,0.9477,0.9167,2.8518,0.7688,2.4826,-0.332,0.0055,-0.3357
4767.0,shadowfax,clothing,truck,same day,north,foggy,109.1,31.92,00:00.0,00:00.0,no,delivered,5,741.26,DEL-IND-04767,8.0,5.37,20.32,-2.63,False,741.26,5.37,6.79,23.22,0,1,0.8,6.6097,4.7014,0,0,-0.4779,0.3595,-0.2812,0.4715,0.6397,0.2712,-0.2839,0.42,-0.169,-0.5789,0.141,-0.2396,-0.0502,0.0261,0.979
4768.0,delhivery,electronics,ev van,same day,central,hot,47.4,35.95,00:00.0,00:00.0,no,delivered,3,444.85,DEL-IND-04768,8.0,1.37,34.6,-6.63,False,444.85,1.37,9.39,12.37,1,0,0.88,6.1,3.8795,0,0,-1.1919,0.1492,-0.6953,0.7519,0.7222,0.4325,-0.9642,0.2272,-0.5658,-1.1624,0.0342,-0.7025,0.4694,0.0641,3.4033
4769.0,blue dart,cosmetics,truck,same day,east,rainy,279.9,19.78,00:00.0,00:00.0,yes,failed,1,1558.84,DEL-IND-04769,8.0,18.64,15.02,10.64,False,1558.84,18.64,5.57,78.81,0,1,0.86,7.3523,5.638,1,1,1.4988,0.9414,0.8651,-0.3735,0.3912,-0.2148,1.5926,0.9519,0.9253,1.3567,0.4952,1.2963,-0.294,0.0083,-0.1585
4770.0,delhivery,fragile items,ev van,same day,east,hot,251.9,11.45,00:00.0,00:00.0,no,delivered,5,1393.85,DEL-IND-04770,8.0,7.12,35.38,-0.88,False,1393.85,7.12,5.53,121.73,1,0,0.88,7.2405,5.533,0,0,1.1748,0.846,0.6772,-0.9532,0.2207,-0.5482,1.2139,0.8446,0.7045,-0.3237,0.1877,-0.037,-0.302,0.0077,-0.1958
4771.0,ekart,groceries,ev van,same day,east,rainy,76.1,0.67,00:00.0,00:00.0,no,delivered,5,482.36,DEL-IND-04771,8.0,2.58,29.5,-5.42,False,482.36,2.58,6.34,719.94,1,1,0.82,6.1808,4.3451,0,0,-0.8598,0.247,-0.5027,-1.7035,0.0,-0.9798,-0.8781,0.2516,-0.5156,-0.9859,0.0665,-0.5625,-0.1402,0.0196,0.5594
4772.0,xpressbees,cosmetics,bike,same day,east,cold,200.8,40.92,00:00.0,00:00.0,no,delivered,4,1226.76,DEL-IND-04772,8.0,7.4,27.14,-0.6,False,1226.76,7.4,6.11,29.98,0,0,0.76,7.1129,5.3073,0,0,0.5834,0.6719,0.3342,1.0978,0.824,0.6315,0.8304,0.7359,0.4808,-0.2828,0.1951,-0.0046,-0.1861,0.0162,0.345
4773.0,blue dart,electronics,ev van,express,north,stormy,216.9,5.18,00:00.0,00:00.0,yes,failed,1,1150.04,DEL-IND-04773,18.0,21.97,9.87,3.97,False,1150.04,21.97,5.3,222.02,1,1,0.86,7.0484,5.384,1,1,0.7697,0.7267,0.4423,-1.3896,0.0923,-0.7992,0.6543,0.686,0.3781,1.8424,0.5841,1.6817,-0.348,0.0044,-0.4103
4774.0,ecom express,pharmacy,ev van,standard,east,hot,148.8,11.66,00:00.0,00:00.0,no,delivered,5,778.98,DEL-IND-04774,72.0,5.96,24.97,-66.04,False,778.98,5.96,5.24,66.81,1,0,0.79,6.6593,5.0093,0,0,-0.0184,0.4947,-0.0148,-0.9386,0.225,-0.5398,-0.1973,0.4446,-0.1185,-0.4929,0.1567,-0.1713,-0.36,0.0035,-0.4662
4775.0,ekart,documents,bike,same day,east,cold,176.9,35.44,00:00.0,00:00.0,no,delivered,3,1090.82,DEL-IND-04775,8.0,6.46,27.38,-1.54,False,1090.82,6.46,6.17,30.78,0,0,0.82,6.9956,5.1812,0,0,0.3068,0.5905,0.1738,0.7164,0.7118,0.4121,0.5184,0.6474,0.2989,-0.42,0.17,-0.1134,-0.1741,0.0171,0.4009
4776.0,delhivery,fragile items,van,express,west,clear,253.1,36.29,00:00.0,00:00.0,no,delivered,4,1424.37,DEL-IND-04776,18.0,8.14,31.09,-9.86,False,1424.37,8.14,5.63,39.25,0,0,0.88,7.2622,5.5377,0,0,1.1887,0.8501,0.6852,0.7756,0.7292,0.4462,1.284,0.8644,0.7453,-0.1749,0.2149,0.081,-0.282,0.0092,-0.1026
4777.0,dhl,furniture,scooter,two day,east,foggy,147.6,3.79,00:00.0,00:00.0,no,delivered,3,749.37,DEL-IND-04777,48.0,6.59,22.4,-41.41,False,749.37,6.59,5.08,197.72,0,1,0.85,6.6206,5.0013,0,0,-0.0323,0.4906,-0.0228,-1.4863,0.0639,-0.8549,-0.2653,0.4253,-0.1582,-0.401,0.1735,-0.0984,-0.392,0.0012,-0.6154
4778.0,xpressbees,fragile items,ev van,two day,central,stormy,137.6,40.72,00:00.0,00:00.0,no,delivered,4,810.16,DEL-IND-04778,48.0,5.77,23.85,-42.23,False,810.16,5.77,5.89,19.9,1,1,0.76,6.6985,4.9316,0,0,-0.148,0.4566,-0.0899,1.0839,0.8199,0.6235,-0.1257,0.4648,-0.0768,-0.5206,0.1516,-0.1933,-0.2301,0.013,0.1399
4779.0,delhivery,pharmacy,van,express,west,clear,222.5,30.97,00:00.0,00:00.0,yes,delayed,2,1255.41,DEL-IND-04779,18.0,17.32,12.85,-0.68,False,1255.41,17.32,5.64,40.54,0,0,0.88,7.136,5.4094,1,0,0.8345,0.7458,0.4799,0.4053,0.6203,0.2332,0.8962,0.7545,0.5192,1.1641,0.46,1.1435,-0.28,0.0093,-0.0932
4780.0,delhivery,furniture,scooter,standard,north,clear,283.2,2.88,00:00.0,00:00.0,no,delivered,4,1424.64,DEL-IND-04780,72.0,10.43,27.15,-61.57,False,1424.64,10.43,5.03,494.67,0,0,0.88,7.2624,5.6497,0,0,1.537,0.9526,0.8872,-1.5496,0.0452,-0.8913,1.2846,0.8646,0.7457,0.1591,0.276,0.3461,-0.402,0.0004,-0.662
4781.0,amazon logistics,automobile parts,bike,standard,central,stormy,276.9,42.67,00:00.0,00:00.0,no,delivered,4,1512.51,DEL-IND-04781,72.0,13.5,20.51,-58.5,False,1512.51,13.5,5.46,35.45,0,1,0.84,7.3222,5.6273,0,0,1.4641,0.9312,0.845,1.2196,0.8598,0.7016,1.4863,0.9218,0.8633,0.6069,0.358,0.7014,-0.316,0.0067,-0.2611
4782.0,shadowfax,automobile parts,ev bike,same day,east,rainy,185.3,32.53,00:00.0,00:00.0,yes,failed,1,1124.09,DEL-IND-04782,8.0,16.49,11.24,8.49,False,1124.09,16.49,6.07,34.56,1,1,0.8,7.0256,5.2274,1,1,0.404,0.6191,0.2302,0.5139,0.6522,0.2956,0.5948,0.6691,0.3434,1.0431,0.4378,1.0475,-0.1941,0.0156,0.3077
4783.0,dhl,furniture,bike,two day,west,foggy,164.1,34.84,00:00.0,00:00.0,no,delivered,3,925.02,DEL-IND-04783,48.0,7.38,22.24,-40.62,False,925.02,7.38,5.64,26.55,0,1,0.85,6.8309,5.1066,0,0,0.1587,0.5468,0.0879,0.6747,0.6995,0.3881,0.1379,0.5396,0.0769,-0.2858,0.1946,-0.0069,-0.28,0.0093,-0.0932
4784.0,xpressbees,groceries,scooter,two day,south,hot,188.3,48.65,00:00.0,00:00.0,no,delivered,3,1087.45,DEL-IND-04784,48.0,7.47,25.21,-40.53,False,1087.45,7.47,5.78,22.35,0,0,0.76,6.9925,5.2433,0,0,0.4387,0.6293,0.2503,1.6358,0.9822,0.941,0.5107,0.6452,0.2944,-0.2726,0.197,0.0035,-0.2521,0.0114,0.0373
4785.0,amazon logistics,pharmacy,truck,two day,west,hot,18.1,15.4,00:00.0,00:00.0,no,delivered,4,136.7,DEL-IND-04785,48.0,1.07,16.92,-46.93,False,136.7,1.07,7.55,8.88,0,0,0.84,4.9251,2.9497,0,0,-1.531,0.0494,-0.8919,-0.6783,0.3015,-0.3901,-1.6714,0.0267,-0.9782,-1.2062,0.0262,-0.7373,0.1017,0.0372,1.6876
4786.0,dhl,clothing,bike,standard,central,cold,267.1,39.85,00:00.0,00:00.0,no,delivered,5,1455.05,DEL-IND-04786,72.0,9.58,27.88,-62.42,False,1455.05,9.58,5.45,36.51,0,0,0.85,7.2835,5.5914,0,0,1.3507,0.8978,0.7792,1.0234,0.802,0.5887,1.3544,0.8844,0.7864,0.0351,0.2533,0.2477,-0.318,0.0066,-0.2704
4787.0,shadowfax,groceries,scooter,standard,north,clear,12.0,47.24,00:00.0,00:00.0,no,delivered,4,201.72,DEL-IND-04787,72.0,2.93,4.1,-69.07,False,201.72,2.93,16.81,4.27,0,0,0.8,5.3118,2.5649,0,0,-1.6016,0.0286,-0.9329,1.5377,0.9533,0.8845,-1.5222,0.069,-0.8912,-0.9349,0.0758,-0.522,1.9522,0.1724,10.3217
4788.0,delhivery,fragile items,ev van,two day,west,clear,22.6,12.51,00:00.0,00:00.0,no,delivered,4,150.53,DEL-IND-04788,48.0,3.39,6.67,-44.61,False,150.53,3.39,6.66,12.03,1,0,0.88,5.0208,3.1612,0,0,-1.4789,0.0647,-0.8617,-0.8794,0.2424,-0.5058,-1.6397,0.0357,-0.9597,-0.8678,0.0881,-0.4688,-0.0762,0.0242,0.8578
4789.0,ekart,automobile parts,van,same day,west,clear,12.8,33.34,00:00.0,00:00.0,no,delivered,4,264.02,DEL-IND-04789,8.0,1.12,11.43,-6.88,False,264.02,1.12,20.63,7.92,0,0,0.82,5.5798,2.6247,0,0,-1.5923,0.0313,-0.9275,0.5703,0.6688,0.3281,-1.3792,0.1095,-0.8078,-1.1989,0.0275,-0.7315,2.7156,0.2282,13.8834
4790.0,shadowfax,groceries,scooter,two day,south,hot,219.0,24.65,00:00.0,00:00.0,no,delivered,3,1168.95,DEL-IND-04790,48.0,8.69,25.2,-39.31,False,1168.95,8.69,5.34,47.42,0,0,0.8,7.0647,5.3936,0,0,0.794,0.7339,0.4564,-0.0345,0.4909,-0.0198,0.6977,0.6983,0.4034,-0.0947,0.2296,0.1447,-0.34,0.005,-0.373
4791.0,blue dart,groceries,ev van,two day,south,clear,84.8,34.22,00:00.0,00:00.0,no,delivered,4,526.66,DEL-IND-04791,48.0,2.26,37.52,-45.74,False,526.66,2.26,6.21,15.39,1,0,0.86,6.2685,4.452,0,0,-0.7591,0.2767,-0.4443,0.6315,0.6868,0.3633,-0.7764,0.2804,-0.4563,-1.0326,0.0579,-0.5995,-0.1661,0.0177,0.4382
4792.0,ecom express,fragile items,bike,same day,east,foggy,123.2,31.12,00:00.0,00:00.0,no,delivered,5,809.36,DEL-IND-04792,8.0,8.49,14.51,0.49,False,809.36,8.49,6.57,26.01,0,1,0.79,6.6975,4.8219,0,0,-0.3147,0.4075,-0.1866,0.4158,0.6233,0.2392,-0.1276,0.4643,-0.0779,-0.1238,0.2242,0.1215,-0.0942,0.0229,0.7739
4793.0,ecom express,clothing,scooter,express,east,clear,75.2,24.06,00:00.0,00:00.0,no,delivered,4,498.18,DEL-IND-04793,18.0,2.76,27.25,-15.24,False,498.18,2.76,6.62,20.71,0,0,0.79,6.213,4.3334,0,0,-0.8702,0.244,-0.5087,-0.0756,0.4788,-0.0434,-0.8418,0.2619,-0.4944,-0.9596,0.0713,-0.5417,-0.0842,0.0237,0.8205
4794.0,ekart,electronics,ev van,same day,east,hot,276.8,25.71,00:00.0,00:00.0,yes,delayed,2,1561.13,DEL-IND-04794,8.0,15.5,17.86,7.5,False,1561.13,15.5,5.64,60.72,1,0,0.82,7.3538,5.6269,1,0,1.4629,0.9308,0.8443,0.0393,0.5126,0.0226,1.5978,0.9534,0.9284,0.8987,0.4114,0.9329,-0.28,0.0093,-0.0932
4795.0,dhl,electronics,ev bike,same day,central,hot,297.1,8.16,00:00.0,00:00.0,no,delivered,5,1617.48,DEL-IND-04795,8.0,10.82,27.46,2.82,False,1617.48,10.82,5.44,198.22,1,0,0.85,7.3892,5.6974,0,0,1.6979,1.0,0.9805,-1.1822,0.1533,-0.6799,1.7272,0.9901,1.0038,0.216,0.2864,0.3912,-0.32,0.0064,-0.2797
4796.0,blue dart,electronics,van,two day,central,stormy,132.5,45.76,00:00.0,00:00.0,no,delivered,4,799.78,DEL-IND-04796,48.0,5.35,24.77,-42.65,False,799.78,5.35,6.04,17.48,0,1,0.86,6.6856,4.8941,0,0,-0.207,0.4392,-0.1242,1.4347,0.923,0.8253,-0.1496,0.4581,-0.0907,-0.5819,0.1404,-0.2419,-0.2001,0.0152,0.2797
4797.0,fedex,fragile items,ev van,two day,central,cold,245.2,18.16,00:00.0,00:00.0,no,delivered,4,1280.48,DEL-IND-04797,48.0,6.84,35.85,-41.16,False,1280.48,6.84,5.22,70.51,1,0,0.87,7.1558,5.5061,0,0,1.0972,0.8232,0.6322,-0.4862,0.358,-0.2796,0.9537,0.7708,0.5527,-0.3645,0.1802,-0.0694,-0.364,0.0032,-0.4848
4798.0,blue dart,electronics,truck,standard,east,stormy,76.6,25.39,00:00.0,00:00.0,no,delivered,4,459.17,DEL-IND-04798,72.0,4.47,17.14,-67.53,False,459.17,4.47,5.99,18.08,0,1,0.86,6.1316,4.3516,0,0,-0.854,0.2487,-0.4993,0.017,0.506,0.0098,-0.9313,0.2365,-0.5466,-0.7102,0.1169,-0.3438,-0.2101,0.0145,0.2331
4799.0,dhl,documents,ev bike,two day,west,hot,195.0,28.92,00:00.0,00:00.0,no,delivered,5,1061.76,DEL-IND-04799,48.0,6.98,27.94,-41.02,False,1061.76,6.98,5.44,36.71,1,0,0.85,6.9686,5.2781,0,0,0.5163,0.6521,0.2953,0.2627,0.5783,0.1511,0.4517,0.6285,0.26,-0.3441,0.1839,-0.0532,-0.32,0.0064,-0.2797
4800.0,fedex,pharmacy,ev van,same day,north,foggy,40.7,17.5,00:00.0,00:00.0,no,delivered,5,356.0,DEL-IND-04800,8.0,2.48,16.41,-5.52,False,356.0,2.48,8.75,20.34,1,1,0.87,5.8777,3.7305,0,0,-1.2694,0.1264,-0.7403,-0.5321,0.3445,-0.306,-1.1681,0.1694,-0.6847,-1.0005,0.0638,-0.5741,0.3415,0.0548,2.8065
4801.0,shadowfax,pharmacy,truck,same day,north,cold,259.3,4.99,00:00.0,00:00.0,yes,delayed,3,1411.47,DEL-IND-04801,8.0,17.92,14.47,9.92,False,1411.47,17.92,5.44,282.86,0,0,0.8,7.2531,5.5618,1,0,1.2604,0.8712,0.7268,-1.4028,0.0884,-0.8068,1.2544,0.8561,0.7281,1.2517,0.476,1.213,-0.32,0.0064,-0.2797
